Longitude,Latitude,IC
0,90,2.81063444108761
0,89,3.00198776435045
0,88,4.4455667673716
0,87,5.31371348005502
0,86,6.45299012016021
0,85,4.83355012690355
0,84,5.93671075514874
0,83,7.55427289088864
0,82,8.29487432867884
0,81,8.8377964627151
0,80,9.38244623655914
0,79,12.0239014492754
0,78,14.7155919191919
0,77,12.6809605882353
0,76,15.427657270195
0,75,16.1338229780396
0,74,14.3732668852459
0,73,16.3559571428571
0,72,17.8843810320781
0,71,23.3625639263804
0,70,24.4721200113218
0,69,24.7116607323608
0,68,18.3890686703692
0,67,18.7445836150845
0,66,19.1893097791798
0,65,18.4793216463415
0,64,NaN
0,63,NaN
0,62,NaN
0,61,NaN
0,60,NaN
1,90,2.81063444108761
1,89,2.98412498368618
1,88,4.42298503099707
1,87,5.2724248286246
1,86,6.38511999266358
1,85,4.91380825557065
1,84,5.81582052696099
1,83,7.53398587736702
1,82,6.61629385982207
1,81,8.71845564372335
1,80,9.86390797448833
1,79,11.2052809335794
1,78,14.0177868281001
1,77,13.5388154653124
1,76,14.6597286594981
1,75,15.5737597615052
1,74,14.6239792061823
1,73,15.7350673009767
1,72,17.0364700865174
1,71,22.2454349623235
1,70,23.0919275587663
1,69,17.6334878118474
1,68,17.1331015740798
1,67,17.6818391530491
1,66,18.4764084164063
1,65,NaN
1,64,NaN
1,63,NaN
1,62,NaN
1,61,NaN
1,60,NaN
2,90,2.81063444108761
2,89,2.97665931151256
2,88,4.41849233126254
2,87,5.1576536848678
2,86,6.34539139476195
2,85,4.97552412015139
2,84,5.62715509551061
2,83,7.41578270279685
2,82,6.54231060702369
2,81,8.42446089828555
2,80,8.76853936947797
2,79,11.169803124366
2,78,13.3597591072505
2,77,13.1505878617878
2,76,12.5901731802366
2,75,12.292901997052
2,74,14.1102285182217
2,73,15.0646423652755
2,72,16.1880736007396
2,71,21.0940395839561
2,70,21.8197281706115
2,69,16.6168604982486
2,68,16.2807193447289
2,67,16.5978679297803
2,66,17.2953339025527
2,65,16.3702739498935
2,64,16.0396120335271
2,63,NaN
2,62,NaN
2,61,NaN
2,60,NaN
3,90,2.81063444108761
3,89,2.9691400810812
3,88,4.39550284272015
3,87,4.99125166651839
3,86,6.29039749978076
3,85,5.01184262226412
3,84,5.53256127919332
3,83,5.71034884275862
3,82,7.31313767951822
3,81,8.37967457483328
3,80,8.75962285611502
3,79,11.2347239333306
3,78,10.549430835664
3,77,12.825400648256
3,76,11.2172131476675
3,75,11.8913252768887
3,74,13.5457476324338
3,73,14.7857136711275
3,72,15.7480658055587
3,71,19.9464754922035
3,70,20.5548245496979
3,69,15.4799159043845
3,68,14.9564364596411
3,67,15.2572377824937
3,66,16.0723300163982
3,65,15.2074990021722
3,64,NaN
3,63,NaN
3,62,NaN
3,61,NaN
3,60,NaN
4,90,2.81063444108761
4,89,2.9511899880395
4,88,4.37237210797931
4,87,4.92532501238833
4,86,6.22777272270521
4,85,4.94126273096366
4,84,5.45405009540597
4,83,5.7547550818647
4,82,7.33870379245811
4,81,8.3128313657319
4,80,8.60764913219566
4,79,9.62655390000899
4,78,10.1911707439591
4,77,12.2748623693035
4,76,10.8437643128054
4,75,11.1567323118814
4,74,13.0078495210907
4,73,14.0547969061879
4,72,15.0017050649403
4,71,14.1115270346095
4,70,19.2801627781815
4,69,13.6719813422789
4,68,14.1117784615526
4,67,12.510378997367
4,66,14.957353230832
4,65,3.52276212712316
4,64,0
4,63,NaN
4,62,0
4,61,13.0876771149035
4,60,13.3498394644261
5,90,2.81063444108761
5,89,2.91234943516149
5,88,4.26740843860749
5,87,4.73754541183611
5,86,6.16465322259176
5,85,4.87876186073769
5,84,4.95329186692902
5,83,5.62730324771045
5,82,7.19256542240275
5,81,8.15045216646108
5,80,8.64451774443625
5,79,9.24417502830052
5,78,9.97735753453067
5,77,11.3472447307411
5,76,10.0975473367447
5,75,10.9429187714755
5,74,12.4994151570888
5,73,13.3436009683536
5,72,13.6264325039102
5,71,13.4572840341356
5,70,18.0507175939369
5,69,12.3320137399903
5,68,12.9472364318309
5,67,13.1340484250788
5,66,12.5823213794547
5,65,3.06320173873135
5,64,12.4587521354259
5,63,0
5,62,12.5180307058075
5,61,10.9610654997242
5,60,11.1726087277773
6,90,2.81063444108761
6,89,2.90479504799752
6,88,4.2898860081327
6,87,4.70692596409405
6,86,6.09436358639215
6,85,4.80750758678454
6,84,4.86456360911968
6,83,5.51489909235862
6,82,7.02023855634495
6,81,7.9966589919441
6,80,8.47825035997054
6,79,8.62347662856192
6,78,10.0426286052214
6,77,11.1949269174195
6,76,9.17875070160125
6,75,10.4063614725571
6,74,11.7660363816273
6,73,12.6568386194213
6,72,12.5525439586694
6,71,12.5814639934326
6,70,16.7674476932243
6,69,11.4220007148366
6,68,11.3402723731496
6,67,12.0382889189046
6,66,11.4683535368168
6,65,11.0683819906877
6,64,11.038765647073
6,63,11.3778723043648
6,62,9.4647529987211
6,61,6.49536417621617
6,60,6.31612008777654
7,90,2.81063444108761
7,89,2.89719947149496
7,88,4.27554247125651
7,87,4.66727889017113
7,86,6.0436893250208
7,85,4.71158795898032
7,84,4.72613920782605
7,83,5.37979235984951
7,82,6.87629723066752
7,81,7.83594310821439
7,80,8.24011452801024
7,79,8.88271483035138
7,78,8.5486323645534
7,77,10.6038653393096
7,76,8.8867986827674
7,75,9.53011458146303
7,74,11.2265509018883
7,73,11.8948763545873
7,72,11.7238352128661
7,71,12.085503161515
7,70,15.4950778381628
7,69,10.5300301034015
7,68,10.4276681490422
7,67,10.0877917878535
7,66,10.3130745699527
7,65,9.68882265763885
7,64,9.87310704556209
7,63,7.82774959014365
7,62,4.77922896414579
7,61,2.16081699871446
7,60,2.32121829879216
8,90,2.81063444108761
8,89,3.13398248182359
8,88,4.2520993515515
8,87,4.62749331646613
8,86,5.97271994539035
8,85,4.59162780631906
8,84,4.7881074676998
8,83,5.22326727886703
8,82,6.61650161159252
8,81,7.65170562418205
8,80,7.89506549286261
