Longitude,Latitude,IC
0,90,3.99516616314199
0,89,4.26716465256797
0,88,4.54932326283988
0,87,6.92252338376891
0,86,5.93451748998665
0,85,6.29728743654822
0,84,7.33448741418764
0,83,7.86570697412823
0,82,8.60895209452202
0,81,9.42748690248566
0,80,12.2934677419355
0,79,11.565243236715
0,78,15.4714303030303
0,77,16.4511295882353
0,76,15.6478910306407
0,75,13.3244791108731
0,74,14.5762203278689
0,73,14.9929607142857
0,72,15.9597373779637
0,71,17.2578514110429
0,70,17.7469572601189
0,69,18.6770371539149
0,68,18.903513622999
0,67,19.325510793238
0,66,19.9217261829653
0,65,19.7537576219512
0,64,NaN
0,63,NaN
0,62,NaN
0,61,NaN
0,60,NaN
1,90,3.99516616314199
1,89,4.2480776710119
1,88,4.52621448414422
1,87,6.8687339470437
1,86,5.87210046296873
1,85,6.33110318823921
1,84,7.19584573674834
1,83,7.83380776432346
1,82,8.20726394403362
1,81,9.28562790411569
1,80,12.1872535461797
1,79,11.6954726962374
1,78,14.7942300695372
1,77,15.7219349821741
1,76,14.439154038464
1,75,12.8538506333332
1,74,14.1650492612689
1,73,14.1213240005229
1,72,14.5404012126064
1,71,16.2061469549739
1,70,16.3001841591291
1,69,17.7178402214713
1,68,17.3591319378539
1,67,18.2709316927458
1,66,18.4323119762716
1,65,NaN
1,64,NaN
1,63,NaN
1,62,NaN
1,61,NaN
1,60,NaN
2,90,3.99516616314199
2,89,4.23744984696525
2,88,4.52088163662157
2,87,6.76122912052176
2,86,5.84055609407709
2,85,6.34964459036013
2,84,7.00184264904475
2,83,7.70851096738093
2,82,8.08342114639053
2,81,8.98370170685259
2,80,11.920757184664
2,79,11.6186669284363
2,78,14.268665527107
2,77,14.9964760251118
2,76,15.1903176413725
2,75,12.0954459929808
2,74,13.5202394310563
2,73,13.1251099836648
2,72,14.149062076897
2,71,15.0281370092952
2,70,15.3578145958993
2,69,16.6965229368979
2,68,16.447808189832
2,67,16.7253477141872
2,66,17.2540562560072
2,65,17.4700856364497
2,64,18.000977635453
2,63,NaN
2,62,NaN
2,61,NaN
2,60,NaN
3,90,3.99516616314199
3,89,4.22674577958426
3,88,4.4973594148331
3,87,6.61594704466522
3,86,5.79237577324513
3,85,6.34735559042235
3,84,6.88414000780162
3,83,7.22727420584137
3,82,7.87959720186422
3,81,8.9097756428276
3,80,10.1152787743233
3,79,13.0960983128173
3,78,14.0519376681631
3,77,14.5347797567381
3,76,14.5993880307288
3,75,11.706264747839
3,74,12.388553763263
3,73,13.0915906897525
3,72,13.396803109222
3,71,14.2730385168426
3,70,14.4228946708614
3,69,15.405281201361
3,68,14.9168691674198
3,67,15.5764268574413
3,66,16.0723300163982
3,65,16.2291914415947
3,64,NaN
3,63,NaN
3,62,NaN
3,61,NaN
3,60,NaN
4,90,3.99516616314199
4,89,4.20749000813693
4,88,4.47369267376136
4,87,6.54375724394721
4,86,5.44078807730868
4,85,6.25796817318238
4,84,6.77933329615882
4,83,7.20917677934691
4,82,7.87517885882338
4,81,8.89117055096248
4,80,9.89996601957014
4,79,12.4215332567955
4,78,13.1037544909643
4,77,12.2748623693035
4,76,12.1909913299481
4,75,11.0982965664928
4,74,11.932850348397
4,73,12.4763805363825
4,72,12.839428571433
4,71,12.9522048683704
4,70,13.498028558707
4,69,13.2464244810309
4,68,14.0754780667962
4,67,12.8198230008354
4,66,14.957353230832
4,65,6.34097182882169
4,64,0
4,63,NaN
4,62,0
4,61,13.6561181064505
4,60,13.8101787563028
5,90,3.99516616314199
5,89,4.17113985598576
5,88,5.79990318175383
5,87,6.3826363060964
5,86,5.38753330119837
5,85,6.17501683687529
5,84,6.33709117072724
5,83,7.05297812654574
5,82,7.71347545299459
5,81,8.70644253163946
5,80,9.83408089606789
5,79,12.0029349891539
5,78,12.4850929406318
5,77,11.3472447307411
5,76,11.6547701465854
5,75,10.8373861720473
5,74,11.2125165532703
5,73,11.4360621357643
5,72,12.1396155280639
5,71,12.1181907774892
5,70,12.5047000143505
5,69,12.1160415203758
5,68,12.8119289315635
5,67,13.3727607295405
5,66,13.5809183143321
5,65,5.93087996222454
5,64,14.1176620665016
5,63,0
5,62,12.1251681158963
5,61,11.3925348772481
5,60,11.6142931698458
6,90,3.99516616314199
6,89,4.16032027334684
6,88,5.80259445584677
6,87,6.33594526614324
6,86,5.32610441913786
6,85,6.08483077042656
6,84,6.22357493258435
6,83,6.90870105008717
6,82,7.52772568090001
6,81,8.52937932010435
6,80,11.001295949022
6,79,11.4261065328445
6,78,11.8193593056552
6,77,11.1949269174195
6,76,10.7720946661225
6,75,9.80732369037304
6,74,10.53646666329
6,73,10.8998047376596
6,72,11.4417883170814
6,71,11.3357488471088
6,70,11.5671404437653
6,69,11.0226300604717
6,68,11.1713171828464
6,67,11.5975895113392
6,66,12.2308770432541
6,65,12.2775329644603
6,64,12.5797899111943
6,63,11.9389728563609
6,62,9.92558366907082
6,61,6.98759368188597
6,60,6.82611736194484
7,90,3.99516616314199
7,89,4.1494416983048
7,88,5.77776009629258
7,87,6.28257674234349
7,86,5.2873190605176
7,85,5.97448782427402
7,84,6.06957528002151
7,83,6.74608883219224
7,82,7.36791151480324
7,81,8.34600807448586
7,80,10.6602195082939
7,79,11.3868611501942
7,78,11.5316217276271
7,77,10.7150797398025
7,76,10.3623267516659
7,75,8.58740801293225
7,74,10.1044712371686
7,73,9.7457689788081
7,72,10.6280183805072
7,71,11.0243262683627
7,70,10.6784260761532
7,69,10.1641923464796
7,68,10.2742298301923
7,67,10.519773083826
7,66,11.0099039327873
7,65,10.9093872307203
7,64,10.634746731934
7,63,8.84799560413991
7,62,4.64167182052831
7,61,2.70965684030623
7,60,2.87168963664834
8,90,3.99516616314199
8,89,4.3381727950366
8,88,5.74608020479933
8,87,6.22902178539285
8,86,5.22523152863873
8,85,5.84451575347059
8,84,6.07831606678058
8,83,6.56620868060293
8,82,7.10200220021361
8,81,8.14137173655938
8,80,10.2616688626891
8,79,10.9268462705713
8,78,10.3208333992611
8,77,10.2558753718749
8,76,8.28932532230656
8,75,8.35391023167627
8,74,9.47354026258394
