Longitude,Latitude,IC
0,90,3.90404833836858
0,89,4.16984335347432
0,88,2.37043685800604
0,87,3.30270110041265
0,86,3.86062696929239
0,85,4.72899746192893
0,84,4.83845766590389
0,83,6.82759336332958
0,82,7.45733361976369
0,81,8.14982428298279
0,80,9.0913440860215
0,79,11.0148533816425
0,78,12.9015797979798
0,77,13.4941342941176
0,76,16.2351810584958
0,75,16.7991938939475
0,74,18.161731147541
0,73,16.8893035714286
0,72,16.5096355648536
0,71,18.7024780368098
0,70,19.9886781771865
0,69,21.0638658827032
0,68,21.3822029402156
0,67,20.7778287386216
0,66,19.1893097791798
0,65,19.7047408536585
0,64,NaN
0,63,NaN
0,62,NaN
0,61,NaN
0,60,NaN
1,90,3.90404833836858
1,89,4.15085054121762
1,88,2.35839596805409
1,87,3.27703843060074
1,86,3.82002234418934
1,85,4.81257290323718
1,84,4.73151500498521
1,83,6.83440147446865
1,82,7.51121453219107
1,81,8.05675467326561
1,80,9.23839185903298
1,79,11.1235823064698
1,78,11.6884571037886
1,77,12.6354556652317
1,76,14.8803032805322
1,75,15.9224660599887
1,74,17.7217563343476
1,73,16.7923473943775
1,72,15.7364342146887
1,71,17.9006234462447
1,70,18.5640986256749
1,69,19.8688266668826
1,68,20.0262902303888
1,67,18.4521909357294
1,66,18.4764084164063
1,65,NaN
1,64,NaN
1,63,NaN
1,62,NaN
1,61,NaN
1,60,NaN
2,90,3.90404833836858
2,89,4.14046595962273
2,88,2.37070622408204
2,87,3.15318439030034
2,86,3.82121489133767
2,85,4.87737265799363
2,84,4.54704344630522
2,83,6.73275008543398
2,82,8.17974055510096
2,81,7.77201328829067
2,80,9.0241245977363
2,79,11.0201818563425
2,78,11.2389774609185
2,77,12.2986394787152
2,76,14.3007945362471
2,75,15.3205607261448
2,74,15.1829359494316
2,73,13.858987101031
2,72,15.2396961477896
2,71,16.9544709350321
2,70,17.51178578747
2,69,18.6880839031295
2,68,18.5781909648959
2,67,17.02280054447
2,66,17.2953339025527
2,65,17.0893815911033
2,64,17.1292595901526
2,63,NaN
2,62,NaN
2,61,NaN
2,60,NaN
3,90,3.90404833836858
3,89,4.13000687969941
3,88,2.35837140046126
3,87,2.96038244383485
3,86,3.80028886710263
3,85,4.91644883882425
3,84,4.47060656385823
3,83,6.56361935949267
3,82,7.97400712225522
3,81,7.7612233288399
3,80,8.99885625344589
3,79,10.7029026820487
3,78,10.4715973504973
3,77,11.9049657436887
3,76,13.7538443099635
3,75,14.7289200556515
3,74,14.5016903939227
3,73,13.7326101962187
3,72,14.9643115734465
3,71,16.0747380968558
3,70,16.4939438352367
3,69,17.2711487769497
3,68,16.1434552262793
3,67,15.815818663652
3,66,16.1107805666767
3,65,15.8755286741023
3,64,NaN
3,63,NaN
3,62,NaN
3,61,NaN
3,60,NaN
4,90,3.90404833836858
4,89,4.11085154505251
4,88,2.34596079233827
4,87,2.90228472293973
4,86,4.06356494786476
4,85,4.94126273096366
4,84,4.4127561519573
4,83,6.57286728669845
4,82,7.96459136988425
4,81,7.81711206410568
4,80,8.83570505349704
4,79,9.90605183568765
4,78,10.1164891094205
4,77,11.3819667053493
4,76,13.2320303886492
4,75,14.0785195813105
4,74,13.8958923159247
4,73,13.0309592609087
4,72,14.2809462337712
4,71,14.7684762621449
4,70,15.4509348182646
4,69,15.528956736816
4,68,14.5473831986295
4,67,13.1292670043039
4,66,14.4980329347671
4,65,5.35459843322721
4,64,0
4,63,NaN
4,62,0
4,61,14.5493825217387
4,60,14.2286690216453
5,90,3.90404833836858
5,89,4.07430982361466
5,88,2.22408211441238
5,87,2.68118179401075
5,86,4.02757343875995
5,85,3.86027580805814
5,84,4.39977214540973
5,83,6.4292453670553
5,82,7.71347545299459
5,81,7.5944618012827
5,80,8.85444065354772
5,79,9.580609169868
5,78,9.90769821769452
5,77,10.4182305422593
5,76,12.6929186864792
5,75,13.5284674574658
5,74,12.1133455759432
5,73,12.389831552059
5,72,13.2016276536684
5,71,13.5658591630529
5,70,14.4231337682955
5,69,14.4557405662
5,68,13.2178514323655
5,67,13.440964245101
5,66,13.1481929758852
5,65,4.75773887079551
5,64,13.3728453627533
5,63,0
5,62,13.8394775991453
5,61,12.255473632296
5,60,11.9355182186228
6,90,3.90404833836858
6,89,4.06374140985843
6,88,2.27294141118062
6,87,2.67065183653256
6,86,3.98165087644287
6,85,3.80389651392295
6,84,4.32095907973382
6,83,6.29891269358093
6,82,7.52772568090001
6,81,7.46393866378384
6,80,8.6774381696325
6,79,8.96526076323053
6,78,8.9765901849611
6,77,10.3743563580275
6,76,11.8343239758034
6,75,12.8524324164755
6,74,11.3561798088482
6,73,12.2541850215175
6,72,12.454536107941
6,71,12.6151319703602
6,70,13.1043381841714
6,69,12.0210566963839
6,68,11.5430186015134
6,67,12.2901171517992
6,66,11.6513591783618
6,65,11.8744826398694
6,64,11.3218109200748
6,63,11.6895948332515
6,62,9.73357088975844
6,61,7.97205269322557
6,60,7.19702447043087
7,90,3.90404833836858
7,89,4.05311537316558
7,88,2.27258563787508
7,87,2.64815657495566
7,86,3.96367109763699
7,85,3.71930949339242
7,84,4.00963996932181
7,83,6.1483341255423
7,82,7.36791151480324
7,81,7.32587814194292
7,80,8.43117544750631
7,79,9.33801416123189
7,78,8.99290737607502
7,77,9.93657893635181
7,76,11.3460121309315
7,75,11.2666793129671
7,74,10.8525243469817
7,73,11.1785072293275
7,72,11.571638430594
7,71,12.1141836180867
7,70,11.9204557757909
7,69,11.0787867387843
7,68,10.6117941316621
7,67,11.1533456512524
7,66,10.480313617033
7,65,10.3984532233839
7,64,10.1269869410194
7,63,8.17955856048719
7,62,5.00849087017492
7,61,3.4081802750594
7,60,4.62318934800892
8,90,3.90404833836858
8,89,4.24554277094329
8,88,2.2601248805544
8,87,2.9258693182315
8,86,3.91712679932339
8,85,3.60721584784286
8,84,4.96013528091057
8,83,5.97867181734348
8,82,7.10200220021361
8,81,7.16203951180472
8,80,8.08190260100681
8,79,8.93782874640661
