Longitude,Latitude,IC
0,90,5.63528700906344
0,89,5.72698413897281
0,88,6.10567069486405
0,87,7.52582709766162
0,86,6.76407369826435
0,85,7.34281408629442
0,84,8.33289931350114
0,83,9.31906602924634
0,82,10.2840335123523
0,81,10.8034312619503
0,80,12.0023655913978
0,79,12.2073647342995
0,78,14.1109212121212
0,77,15.9336554117647
0,76,16.088358551532
0,75,12.7330382967327
0,74,14.3732668852459
0,73,15.4077857142857
0,72,17.0045439330544
0,71,19.1684866257669
0,70,20.3473535239173
0,69,21.4241419172373
0,68,21.3354352172493
0,67,21.358755916775
0,66,20.8494536277603
0,65,20.096875
0,64,NaN
0,63,NaN
0,62,NaN
0,61,NaN
0,60,NaN
1,90,5.63528700906344
1,89,5.7064846179262
1,88,6.7972624533815
1,87,7.46734986645086
1,86,6.69293171048049
1,85,7.34345671157389
1,84,8.18157802945359
1,83,9.2329765701202
1,82,10.1959765492981
1,81,10.6090298450312
1,80,11.5617374307243
1,79,12.2673630860051
1,78,13.0860549383755
1,77,15.1196951154536
1,76,15.3949773962785
1,75,12.3656618154562
1,74,14.5666129630681
1,73,14.8447261696918
1,72,16.2564485634202
1,71,18.3351045978525
1,70,18.9263249403222
1,69,19.6157694380107
1,68,19.981084157634
1,67,20.0382093118358
1,66,19.1378550184256
1,65,NaN
1,64,NaN
1,63,NaN
1,62,NaN
1,61,NaN
1,60,NaN
2,90,5.63528700906344
2,89,5.69220815710297
2,88,6.77344635452012
2,87,7.362569908892
2,86,6.64829257517286
2,85,7.33115921193779
2,84,7.98376233014056
2,83,9.07457620210667
2,82,10.0098093205991
2,81,10.2885969268424
2,80,11.4095867281473
2,79,12.1423413665184
2,78,12.8295636956675
2,77,14.2155233406286
2,76,12.5901731802366
2,75,11.8979899889095
2,74,14.0565931466613
2,73,14.2259256597141
2,72,15.7138848742646
2,71,17.2823575606894
2,70,17.8564211781214
2,69,18.3296029292078
2,68,18.912368655102
2,67,18.4250781729461
2,66,17.9144986007347
2,65,16.4971752983423
2,64,17.3471891014777
2,63,NaN
2,62,NaN
2,61,NaN
2,60,NaN
3,90,5.63528700906344
3,89,5.67782927785703
3,88,6.73820400131788
3,87,7.32675127260445
3,86,6.58921053570213
3,85,7.30129342482108
3,84,7.84955338537898
3,83,8.93381523930946
3,82,9.76779560968422
3,81,10.1466781348143
3,80,11.1519568294237
3,79,11.9659781538433
3,78,12.0282670538303
3,77,12.8911459985823
3,76,11.0220876736448
3,75,11.5212042187893
3,74,12.7407432017063
3,73,14.0531199494518
3,72,15.376813800874
3,71,16.3814103657943
3,70,16.8188142923936
3,69,17.2338314254379
3,68,23.1072986572232
3,67,16.533994082284
3,66,16.1876816672336
3,65,14.7752445085704
3,64,NaN
3,63,NaN
3,62,NaN
3,61,NaN
3,60,NaN
4,90,5.63528700906344
4,89,5.65706695440318
4,88,6.70274512096649
4,87,7.25182134525422
4,86,6.5228919647289
4,85,7.19847206048146
4,84,7.72596415383943
4,83,8.8454011890144
4,82,9.66342908004091
4,81,10.0478489214236
4,80,10.8882083452094
4,79,11.2336670301612
4,78,11.4607585311152
4,77,13.0402015098356
4,76,10.2313883959224
4,75,10.9814250757157
4,74,12.0263285373268
4,73,13.4148983778884
4,72,14.6602929870181
4,71,15.0776288398087
4,70,15.1063043018721
4,69,15.528956736816
4,68,21.5170589918593
4,67,13.9249801560799
4,66,15.0633502222316
4,65,3.38185164203824
4,64,0
4,63,NaN
4,62,0
4,61,15.1584264412533
4,60,NaN
5,90,5.63528700906344
5,89,5.62359034155223
5,88,6.61723371143188
5,87,7.10236357233527
5,86,6.45607319311428
5,85,7.10091324840215
5,84,7.62863718760558
5,83,8.65686236523544
5,82,9.44984222163406
5,81,9.81842326199621
5,80,10.7437468355509
5,79,10.791772079511
5,78,11.0222472870728
5,77,11.4799610433813
5,76,9.80917274232979
5,75,10.7846198723332
5,74,11.5985861344158
5,73,12.7474950831695
5,72,13.8388349290311
5,71,14.1449265172784
5,70,14.248730699755
5,69,14.4557405662
5,68,19.9493995706656
5,67,14.2253046740467
5,66,12.1495960410079
5,65,2.86767822349318
5,64,13.5082665816167
5,63,0
5,62,13.4466150092341
5,61,12.9615144318806
5,60,NaN
6,90,5.63528700906344
6,89,5.60900322567297
6,88,6.6093722946276
6,87,7.04864121078976
6,86,6.3824607741125
6,85,6.99720447302801
6,84,7.49198550115138
6,83,8.47672825253178
6,82,9.21934942941687
6,81,9.59481997642487
6,80,10.4701284565901
6,79,10.1956836480375
6,78,10.0426286052214
6,77,9.43656143300806
6,76,8.88368700446768
6,75,10.2566020270111
6,74,10.9053375787912
6,73,12.1077655313707
6,72,12.8465675108544
6,71,13.2211555550583
6,70,13.2024571888782
6,69,18.3444253904951
6,68,18.5715545181258
6,67,12.0068103897928
6,66,10.797332851152
6,65,10.9753703773206
6,64,12.0136993651905
6,63,12.4689011554683
6,62,10.2328041159706
6,61,8.77751915704888
6,60,8.68065290437499
7,90,5.63528700906344
7,89,5.59433657539307
7,88,6.57894282964515
7,87,6.98926955266891
7,86,6.32732817420951
7,85,6.87655915662666
7,84,7.32344894740393
7,83,8.28317236357782
7,82,9.00662579525562
7,81,9.36613800702879
7,80,10.5328455619631
7,79,10.362437655713
7,78,9.18331095244143
7,77,8.49079172994333
7,76,8.6135527440825
7,75,8.43855960737475
7,74,10.4410951365845
7,73,11.3831841222589
7,72,11.9977894209559
7,71,12.544390466662
7,70,12.193096441565
7,69,16.5358666128691
7,68,16.9948281958198
7,67,10.6349680960854
7,66,9.6719915561448
7,65,10.4836088912733
7,64,10.7475822410262
7,63,9.09426188338038
7,62,5.6504242070565
7,61,4.70543808245813
7,60,4.873403592489
8,90,5.63528700906344
8,89,5.72762315643623
8,88,6.54286999319817
8,87,6.92969049054829
8,86,6.25302810167221
8,85,6.73943571572168
8,84,7.28251075925598
8,83,8.07701775755582
8,82,8.72033749561724
8,81,9.54041777192319
8,80,10.137110790593
8,79,9.87708702170659
8,78,9.27214182168102
8,77,7.90213386832576
8,76,8.23856638250911
8,75,8.4405483114623
8,74,9.79022717993318
8,73,10.2555603510017
8,72,10.8835042717132
8,71,11.3195157839805
8,70,10.9599890890036
8,69,15.0886959317865
8,68,10.1642042472693
8,67,9.25563147162247
8,66,8.59359767315719
8,65,9.31337147887559
8,64,9.44133051736176
8,63,6.5000390889472
8,62,3.40174069762745
8,61,2.65983031547989
8,60,3.84093825888735
9,90,5.63528700906344
9,89,6.35911080221793
9,88,6.50125996613905
9,87,6.86993443345937
9,86,6.16026200781509
9,85,6.66295569084078
9,84,7.16891309588527
9,83,7.90053187913664
9,82,8.61984238663742
9,81,8.87036035926376
9,80,9.74102125277819
9,79,9.49308693857369
9,78,8.69651596989528
